font_size,is_bold,is_italic,alignment,indent_left,indent_first_line,space_before,space_after,line_spacing,is_all_caps,starts_with_number,word_count,position_ratio_in_doc,style_name_hash,has_image,is_table_element,label
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.1103,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.1176,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,89,0.125,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,64,0.1324,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,31,0.1397,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,73,0.1471,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,70,0.1544,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,63,0.1618,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,8,0.1691,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.1765,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.1838,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.1912,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.1985,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.2059,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,87,0.2132,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,84,0.2206,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,65,0.2279,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.2353,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.2426,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.25,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.2574,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.2647,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,40,0.2721,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,38,0.2794,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,38,0.2868,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.2941,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.3015,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,56,0.3088,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.3162,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,37,0.3235,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.3309,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,80,0.3382,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,45,0.3456,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,70,0.3529,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,78,0.3603,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.3676,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.375,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.3824,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.3897,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,40,0.3971,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,71,0.4044,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,44,0.4118,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4191,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,67,0.4265,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,73,0.4338,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,87,0.4412,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,34,0.4485,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4559,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,39,0.4632,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,47,0.4706,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,38,0.4779,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,66,0.4853,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,95,0.4926,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,65,0.5,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.5074,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.5147,5,0,0,7
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.5221,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.5294,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.5368,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.5441,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.5515,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.5588,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,57,0.5662,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,70,0.5735,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,37,0.5809,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,34,0.5882,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,68,0.5956,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.6029,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.6103,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.6176,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,81,0.625,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,53,0.6324,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,65,0.6397,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.6471,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,9,0.6544,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.6618,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,88,0.6691,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,87,0.6765,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,67,0.6838,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,79,0.6912,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,56,0.6985,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,82,0.7059,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.7132,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.7206,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.7279,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.7353,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,8,0.7426,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.75,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.7574,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,71,0.7647,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,40,0.7721,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,48,0.7794,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,60,0.7868,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,95,0.7941,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,88,0.8015,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.8088,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.8162,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.8235,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,79,0.8309,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,34,0.8382,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,35,0.8456,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,83,0.8529,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,72,0.8603,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.8676,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.875,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.8824,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,44,0.8897,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,62,0.8971,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,33,0.9044,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,91,0.9118,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,36,0.9191,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.9265,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.9338,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.9412,1,0,0,4
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9485,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,13,0.9559,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.9632,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,13,0.9706,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,12,0.9779,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9853,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9926,0,0,0,8
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,5,0.0,4,0,0,4
13.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0108,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,6,0.0215,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.0323,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,66,0.043,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,84,0.0538,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,84,0.0645,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,68,0.0753,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.086,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.0968,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.1075,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,32,0.1183,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,61,0.129,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,88,0.1398,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.1505,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.1613,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.172,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.1828,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.1935,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,8,0.2043,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.2151,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.2258,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.2366,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,101,0.2473,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,71,0.2581,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.2688,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.2796,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.2903,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.3011,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,57,0.3118,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,110,0.3226,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,92,0.3333,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.3441,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,52,0.3548,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.3656,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.3763,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.3871,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.3978,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.4086,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.4194,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4301,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,48,0.4409,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,44,0.4516,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,31,0.4624,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.4731,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.4839,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.4946,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.5054,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.5161,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.5269,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.5376,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,8,0.5484,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.5591,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,71,0.5699,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,42,0.5806,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,39,0.5914,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,75,0.6022,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.6129,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,38,0.6237,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.6344,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,8,0.6452,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.6559,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.6667,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.6774,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.6882,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.6989,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,39,0.7097,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,101,0.7204,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,39,0.7312,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,45,0.7419,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,69,0.7527,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.7634,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.7742,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.7849,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.7957,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,74,0.8065,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,90,0.8172,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,67,0.828,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,89,0.8387,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.8495,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.8602,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.871,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,32,0.8817,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,77,0.8925,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,87,0.9032,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.914,1,0,0,4
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9247,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9355,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,13,0.9462,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.957,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.9677,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,13,0.9785,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9892,0,0,0,8
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,7,0.0,4,0,0,4
13.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0118,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.0235,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.0353,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,100,0.0471,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,50,0.0588,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,87,0.0706,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,106,0.0824,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,94,0.0941,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,80,0.1059,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.1176,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.1294,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.1412,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.1529,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.1647,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.1765,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,50,0.1882,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,75,0.2,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.2118,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,48,0.2235,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.2353,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.2471,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.2588,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,69,0.2706,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,100,0.2824,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,35,0.2941,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,71,0.3059,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,62,0.3176,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,53,0.3294,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.3412,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.3529,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.3647,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.3765,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.3882,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.4,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.4118,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,6,0.4235,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4353,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,50,0.4471,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,62,0.4588,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,82,0.4706,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,69,0.4824,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,8,0.4941,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.5059,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.5176,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.5294,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,79,0.5412,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,79,0.5529,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,75,0.5647,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,4,0.5765,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,35,0.5882,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,78,0.6,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,55,0.6118,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.6235,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.6353,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,46,0.6471,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,35,0.6588,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,40,0.6706,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.6824,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.6941,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.7059,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,8,0.7176,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.7294,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,70,0.7412,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,90,0.7529,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,64,0.7647,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.7765,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.7882,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,4,0.8,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,45,0.8118,0,0,0,4
